"Player","Team","Position","Type","Team","Pr","Date (EDT)","Gameweek"
"Sofyan Amrabat","MUN","M","Claim","1-ComeBack Szn","2","Tue Sep 5, 2023, 9:00PM","5"
"Anthony Elanga","NOT","F","Claim","1-Koke Vegas","3","Tue Sep 5, 2023, 9:00PM","5"
"Emerson","WHU","D","Drop","1-Koke Vegas","3","Tue Sep 5, 2023, 9:00PM","5"
"Alejandro Garnacho","MUN","M","Claim","1-The Dentist","1","Tue Sep 5, 2023, 9:00PM","5"
"Gabriel Magalhaes","ARS","D","Claim","1-Barkley’s Balls Sponsored by Baileys","4","Tue Sep 5, 2023, 9:00PM","5"
"Felipe","NOT","D","Claim","1-Burnley and Old Trafford","2","Tue Sep 5, 2023, 9:00PM","5"
"Jean-Ricner Bellegarde","WOL","M","Claim","1 - The Narrative","3","Tue Sep 5, 2023, 9:00PM","5"
"Ryan Gravenberch","LIV","M","Claim","1-rice cooker","1","Tue Sep 5, 2023, 9:00PM","5"
"Oliver Norwood","SHU","M","Drop","1-rice cooker","1","Tue Sep 5, 2023, 9:00PM","5"
"Luis Sinisterra","LEE/BOU","F","Claim","1-bruNO HARD FEELINGS","2","Tue Sep 5, 2023, 9:00PM","5"
"Michail Antonio","WHU","F","Drop","1-bruNO HARD FEELINGS","2","Tue Sep 5, 2023, 9:00PM","5"
"Ansu Fati","BHA","F","Claim","1-john lim","1","Tue Sep 5, 2023, 9:00PM","5"
"Boubacar Kamara","AVL","M","Drop","1 - The Narrative","1","Mon Sep 4, 2023, 7:45PM","5"
"Alfie Doughty","LUT","M","Drop","1-The Dentist","1","Mon Sep 4, 2023, 1:46PM","5"
"Vladimir Coufal","WHU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Mon Sep 4, 2023, 1:13PM","5"
"John Egan","SHU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Mon Sep 4, 2023, 1:13PM","5"
"Fabio Silva","WOL","F","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Mon Sep 4, 2023, 1:13PM","5"
"Nayef Aguerd","WHU","D","Drop","1-Burnley and Old Trafford","1","Sun Sep 3, 2023, 6:41PM","5"
"Max Aarons","BOU","D","Drop","1-The Dentist","1","Sun Sep 3, 2023, 2:01PM","5"
"Sasa Kalajdzic","WOL","F","Drop","1 - The Narrative","1","Sun Sep 3, 2023, 12:54PM","5"
"Danilo","NOT","M","Drop","1 - The Narrative","1","Sun Sep 3, 2023, 12:53PM","5"
"Sean Longstaff","NEW","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Sep 2, 2023, 11:54AM","4"
"Justin Kluivert","BOU","M,F","Drop","1-ComeBack Szn","1","Sat Sep 2, 2023, 11:34AM","5"
"Max Aarons","BOU","D","Claim","1-The Dentist","1","Sat Sep 2, 2023, 9:58AM","4"
"Thomas Partey","ARS","M","Drop","1-The Dentist","1","Sat Sep 2, 2023, 9:58AM","4"
"Sean Longstaff","NEW","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Sat Sep 2, 2023, 9:36AM","4"
"Adama Traore","WOL/FUL","F","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Sep 2, 2023, 9:26AM","4"
"Jordan Beyer","BUR","D","Claim","1-OGBEAN'S","1","Sat Sep 2, 2023, 9:22AM","4"
"Ian Maatsen","CHE","D","Drop","1 - The Narrative","1","Sat Sep 2, 2023, 9:22AM","4"
"Justin Kluivert","BOU","M,F","Claim","1-ComeBack Szn","1","Sat Sep 2, 2023, 9:12AM","4"
"Pierre-Emile Hojbjerg","TOT","M","Drop","1-ComeBack Szn","1","Sat Sep 2, 2023, 9:12AM","4"
"Valentino Livramento","NEW","D","Drop","1-john lim","1","Sat Sep 2, 2023, 9:07AM","4"
"Ruben Dias","MCI","D","Claim","1-john lim","1","Sat Sep 2, 2023, 9:05AM","4"
"Nathan Collins","BRF","D","Drop","1-OGBEAN'S","1","Sat Sep 2, 2023, 9:04AM","4"
"Manor Solomon","TOT","F","Claim","1-The Dentist","1","Sat Sep 2, 2023, 9:00AM","4"
"Benoit Badiashile","CHE","D","Drop","1-The Dentist","1","Sat Sep 2, 2023, 9:00AM","4"
"Benoit Badiashile","CHE","D","Claim","1-The Dentist","1","Fri Sep 1, 2023, 10:23PM","4"
"Anel Ahmedhodzic","SHU","D","Drop","1-The Dentist","1","Fri Sep 1, 2023, 10:21PM","4"
"Alfie Doughty","LUT","M","Claim","1-The Dentist","1","Fri Sep 1, 2023, 2:03PM","4"
"Cole Palmer","MCI/CHE","M","Drop","1-The Dentist","1","Fri Sep 1, 2023, 2:03PM","4"
"Nayef Aguerd","WHU","D","Claim","1-Burnley and Old Trafford","1","Fri Sep 1, 2023, 2:03PM","4"
"Tyrick Mitchell","CRY","D","Drop","1-Burnley and Old Trafford","1","Fri Sep 1, 2023, 2:03PM","4"
"Anel Ahmedhodzic","SHU","D","Claim","1-The Dentist","1","Fri Sep 1, 2023, 1:17PM","4"
"Craig Dawson","WOL","D","Drop","1-The Dentist","1","Fri Sep 1, 2023, 1:17PM","4"
"Craig Dawson","WOL","D","Claim","1-The Dentist","1","Fri Sep 1, 2023, 12:56PM","4"
"Gabriel Magalhaes","ARS","D","Drop","1-The Dentist","1","Fri Sep 1, 2023, 12:56PM","4"
"Ian Maatsen","CHE","D","Claim","1 - The Narrative","1","Fri Sep 1, 2023, 10:37AM","4"
"Romeo Lavia","SOU/CHE","M","Drop","1 - The Narrative","1","Fri Sep 1, 2023, 10:37AM","4"
"Gabriel Magalhaes","ARS","D","Claim","1-The Dentist","1","Fri Sep 1, 2023, 10:31AM","4"
"Pablo Sarabia","WOL","M","Drop","1-The Dentist","1","Fri Sep 1, 2023, 10:31AM","4"
"Romeo Lavia","SOU/CHE","M","Claim","1 - The Narrative","1","Thu Aug 31, 2023, 9:02PM","4"
"Wataru Endo","LIV","M","Drop","1 - The Narrative","1","Thu Aug 31, 2023, 9:02PM","4"
"Mateo Kovacic","MCI","M","Claim","1-rice cooker","1","Thu Aug 31, 2023, 9:02PM","4"
"Lewis Dobbin","EVE","F","Drop","1-rice cooker","1","Thu Aug 31, 2023, 9:02PM","4"
"Johann Gudmundsson","BUR","M","Claim","1-OGBEAN'S","1","Thu Aug 31, 2023, 9:00PM","4"
"Andrey Santos","CHE/NOT","M","Drop","1-OGBEAN'S","1","Thu Aug 31, 2023, 9:00PM","4"
"Nathan Collins","BRF","D","Claim","1-OGBEAN'S","1","Thu Aug 31, 2023, 9:00PM","4"
"Nelson Semedo","WOL","D","Drop","1-OGBEAN'S","1","Thu Aug 31, 2023, 9:00PM","4"
"Carlos Baleba","BHA","M","Claim","1-ComeBack Szn","1","Thu Aug 31, 2023, 9:00PM","4"
"Willian","FUL","F","Drop","1-ComeBack Szn","1","Thu Aug 31, 2023, 9:00PM","4"
"Pierre-Emile Hojbjerg","TOT","M","Claim","1-The Dentist","1","Thu Aug 31, 2023, 2:11PM","4"
"Marc Cucurella","CHE","D","Drop","1-The Dentist","1","Thu Aug 31, 2023, 2:11PM","4"
"Wataru Endo","LIV","M","Claim","1 - The Narrative","1","Thu Aug 31, 2023, 12:17PM","4"
"Raphael Varane","MUN","D","Drop","1 - The Narrative","1","Thu Aug 31, 2023, 12:17PM","4"
"Sergio Reguilon","TOT/MUN/BRF","D","Claim","1-The Dentist","1","Thu Aug 31, 2023, 10:12AM","4"
"Ivan Perisic","TOT","M","Drop","1-The Dentist","1","Thu Aug 31, 2023, 10:12AM","4"
"James Mcatee","MCI/SHU","M","Claim","1-Koke Vegas","1","Thu Aug 31, 2023, 6:45AM","4"
"Mateo Kovacic","MCI","M","Drop","1-Koke Vegas","1","Thu Aug 31, 2023, 6:45AM","4"
"Oliver Norwood","SHU","M","Claim","1-rice cooker","1","Wed Aug 30, 2023, 2:25PM","4"
"Giovani Lo Celso","TOT","M","Drop","1-rice cooker","1","Wed Aug 30, 2023, 2:25PM","4"
"Ivan Perisic","TOT","M","Claim","1-The Dentist","1","Wed Aug 30, 2023, 1:20PM","4"
"Gabriel Magalhaes","ARS","D","Drop","1-The Dentist","1","Wed Aug 30, 2023, 1:20PM","4"
"Kurt Zouma","WHU","D","Claim","1-The Dentist","1","Wed Aug 30, 2023, 9:58AM","4"
"Nathan Collins","BRF","D","Drop","1-The Dentist","1","Wed Aug 30, 2023, 9:58AM","4"
"Willy Boly","NOT","D","Claim","1-OGBEAN'S","1","Wed Aug 30, 2023, 9:31AM","4"
"Kurt Zouma","WHU","D","Drop","1-OGBEAN'S","1","Wed Aug 30, 2023, 9:31AM","4"
"Cole Palmer","MCI/CHE","M","Claim","1-The Dentist","1","Wed Aug 30, 2023, 9:19AM","4"
"Willy Boly","NOT","D","Drop","1-The Dentist","1","Wed Aug 30, 2023, 9:19AM","4"
"Marc Cucurella","CHE","D","Claim","1-The Dentist","1","Wed Aug 30, 2023, 7:08AM","4"
"Lewis Hall","CHE/NEW","D","Drop","1-The Dentist","1","Wed Aug 30, 2023, 7:08AM","4"
"Kurt Zouma","WHU","D","Claim","1-OGBEAN'S","1","Wed Aug 30, 2023, 1:06AM","4"
"Zeki Amdouni","BUR","F","Drop","1-OGBEAN'S","1","Wed Aug 30, 2023, 1:06AM","4"
"Raphael Varane","MUN","D","Claim","1 - The Narrative","1","Tue Aug 29, 2023, 9:26PM","4"
"Boubacar Kamara","AVL","M","Claim","1 - The Narrative","1","Tue Aug 29, 2023, 9:26PM","4"
"Sasa Kalajdzic","WOL","F","Claim","1 - The Narrative","1","Tue Aug 29, 2023, 9:26PM","4"
"Illia Zabarnyi","BOU","D","Claim","1-rice cooker","1","Tue Aug 29, 2023, 9:15PM","4"
"Joe Worrall","NOT","D","Drop","1-rice cooker","1","Tue Aug 29, 2023, 9:15PM","4"
"Willy Boly","NOT","D","Claim","1-The Dentist","1","Tue Aug 29, 2023, 9:06PM","4"
"Lewis Hall","CHE/NEW","D","Claim","1-The Dentist","1","Tue Aug 29, 2023, 9:05PM","4"
"Vladimir Coufal","WHU","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Aug 29, 2023, 9:05PM","4"
"Gabriel Magalhaes","ARS","D","Claim","1-The Dentist","1","Tue Aug 29, 2023, 9:05PM","4"
"John Egan","SHU","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Aug 29, 2023, 9:05PM","4"
"Emerson","WHU","D","Claim","1-Koke Vegas","1","Tue Aug 29, 2023, 9:05PM","4"
"Ruben Dias","MCI","D","Drop","1-Koke Vegas","1","Tue Aug 29, 2023, 9:05PM","4"
"Jose Sa","WOL","G","Claim","1-The Dentist","2","Tue Aug 29, 2023, 9:05PM","4"
"James Trafford","BUR","G","Drop","1-The Dentist","2","Tue Aug 29, 2023, 9:05PM","4"
"Jordan Ayew","CRY","F","Claim","1-Barkley’s Balls Sponsored by Baileys","2","Tue Aug 29, 2023, 9:05PM","4"
"Beto","EVE","F","Claim","1-Burnley and Old Trafford","1","Tue Aug 29, 2023, 9:05PM","4"
"Mohammed Kudus","WHU","M","Claim","1-ComeBack Szn","1","Tue Aug 29, 2023, 9:05PM","4"
"Jadon Sancho","MUN","M","Drop","1 - The Narrative","1","Sun Aug 27, 2023, 3:17PM","4"
"Raul Jimenez","FUL","F","Drop","1 - The Narrative","1","Sun Aug 27, 2023, 2:55PM","4"
"Tyrell Malacia","MUN","D","Drop","1 - The Narrative","1","Sun Aug 27, 2023, 2:55PM","4"
"Wataru Endo","LIV","M","Drop","1-Burnley and Old Trafford","1","Sun Aug 27, 2023, 2:47PM","4"
"Benson Manuel","BUR","F","Drop","1-The Dentist","1","Sun Aug 27, 2023, 11:02AM","4"
"Josh Brownhill","BUR","M","Drop","1-The Dentist","1","Sun Aug 27, 2023, 11:02AM","4"
"Benson Manuel","BUR","F","Claim","1-The Dentist","1","Sun Aug 27, 2023, 8:18AM","3"
"Emiliano Martinez","AVL","G","Drop","1-The Dentist","1","Sun Aug 27, 2023, 8:18AM","3"
"Adam Webster","BHA","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 26, 2023, 6:04PM","4"
"Hwang Hee-Chan","WOL","F","Drop","1-ComeBack Szn","1","Sat Aug 26, 2023, 12:41PM","4"
"Hugo Bueno","WOL","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 26, 2023, 12:02PM","4"
"Joao Gomes","WOL","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 26, 2023, 12:02PM","4"
"Michail Antonio","WHU","F","Claim","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 11:31AM","3"
"Elliot Anderson","NEW","M","Drop","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 11:31AM","3"
"Elliot Anderson","NEW","M","Claim","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 9:53AM","3"
"Jakub Kiwior","ARS","D","Drop","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 9:51AM","3"
"James Trafford","BUR","G","Claim","1-The Dentist","1","Sat Aug 26, 2023, 9:25AM","3"
"Cole Palmer","MCI/CHE","M","Drop","1-The Dentist","1","Sat Aug 26, 2023, 9:25AM","3"
"Justin Kluivert","BOU","M,F","Drop","1-The Dentist","1","Sat Aug 26, 2023, 9:25AM","4"
"Joe Worrall","NOT","D","Claim","1-rice cooker","1","Sat Aug 26, 2023, 9:22AM","3"
"Cheick Doucoure","CRY","M","Drop","1-rice cooker","1","Sat Aug 26, 2023, 9:22AM","3"
"Cheick Doucoure","CRY","M","Claim","1-rice cooker","1","Sat Aug 26, 2023, 9:22AM","3"
"Michael Keane","EVE","D","Drop","1-rice cooker","1","Sat Aug 26, 2023, 9:22AM","3"
"Amadou Onana","EVE","M","Claim","1-Greek Prison XI","1","Sat Aug 26, 2023, 9:17AM","3"
"Gabriel Magalhaes","ARS","D","Drop","1-Greek Prison XI","1","Sat Aug 26, 2023, 9:17AM","3"
"Hwang Hee-Chan","WOL","F","Claim","1-ComeBack Szn","1","Sat Aug 26, 2023, 9:14AM","3"
"Felipe","NOT","D","Drop","1-ComeBack Szn","1","Sat Aug 26, 2023, 9:14AM","3"
"Hugo Bueno","WOL","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 26, 2023, 9:10AM","3"
"Elliot Anderson","NEW","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 26, 2023, 9:10AM","3"
"Jarrad Branthwaite","EVE","D","Claim","1-john lim","1","Sat Aug 26, 2023, 9:04AM","3"
"Sasa Lukic","FUL","M","Drop","1-john lim","1","Sat Aug 26, 2023, 9:02AM","3"
"Issa Diop","FUL","D","Drop","1-john lim","1","Sat Aug 26, 2023, 9:01AM","3"
"Anthony Martial","MUN","F","Claim","1-Greek Prison XI","1","Sat Aug 26, 2023, 9:01AM","3"
"Alejandro Garnacho","MUN","M","Drop","1-Greek Prison XI","1","Sat Aug 26, 2023, 9:01AM","3"
"Jakub Kiwior","ARS","D","Claim","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 9:00AM","3"
"Kieran Tierney","ARS","D","Drop","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 9:00AM","3"
"Kieran Tierney","ARS","D","Claim","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 8:58AM","3"
"Justin Kluivert","BOU","M,F","Claim","1-The Dentist","1","Sat Aug 26, 2023, 6:42AM","3"
"Hamed Traore","BOU","M","Drop","1-The Dentist","1","Sat Aug 26, 2023, 6:38AM","3"
"Emerson Royal","TOT","D","Drop","1-bruNO HARD FEELINGS","1","Sat Aug 26, 2023, 6:30AM","3"
"Emerson Royal","TOT","D","Claim","1-bruNO HARD FEELINGS","1","Fri Aug 25, 2023, 2:11PM","3"
"Adam Webster","BHA","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Fri Aug 25, 2023, 2:06PM","3"
"Ian Maatsen","CHE","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Fri Aug 25, 2023, 2:01PM","3"
"Marc Cucurella","CHE","D","Drop","1-bruNO HARD FEELINGS","1","Fri Aug 25, 2023, 2:00PM","3"
"Marc Cucurella","CHE","D","Claim","1-bruNO HARD FEELINGS","1","Fri Aug 25, 2023, 10:01AM","3"
"Jose Sa","WOL","G","Drop","1-bruNO HARD FEELINGS","1","Fri Aug 25, 2023, 9:21AM","3"
"Wataru Endo","LIV","M","Claim","1-Burnley and Old Trafford","1","Fri Aug 25, 2023, 9:06AM","3"
"Julio Enciso","BHA","F","Drop","1-Burnley and Old Trafford","1","Fri Aug 25, 2023, 9:06AM","3"
"Zeki Amdouni","BUR","F","Claim","1-OGBEAN'S","1","Fri Aug 25, 2023, 5:48AM","3"
"Jordan Ayew","CRY","F","Drop","1-OGBEAN'S","1","Fri Aug 25, 2023, 5:48AM","3"
"Josh Brownhill","BUR","M","Claim","1-The Dentist","1","Thu Aug 24, 2023, 10:27PM","3"
"Emerson","WHU","D","Drop","1-The Dentist","1","Thu Aug 24, 2023, 10:27PM","3"
"Raul Jimenez","FUL","F","Claim","1 - The Narrative","2","Thu Aug 24, 2023, 9:50PM","3"
"Romelu Lukaku","CHE","F","Drop","1 - The Narrative","2","Thu Aug 24, 2023, 9:50PM","3"
"Taiwo Awoniyi","NOT","F","Claim","1-Koke Vegas","1","Thu Aug 24, 2023, 9:50PM","3"
"Raphael Varane","MUN","D","Drop","1-Koke Vegas","1","Thu Aug 24, 2023, 9:50PM","3"
"Jeremy Doku","MCI","F","Claim","1 - The Narrative","1","Thu Aug 24, 2023, 9:50PM","3"
"Romelu Lukaku","CHE","F","Claim","1 - The Narrative","1","Thu Aug 24, 2023, 11:05PM","3"
"João Palhinha","FUL","M","Claim","1 - The Narrative","1","Thu Aug 24, 2023, 11:05PM","3"
"Taiwo Awoniyi","NOT","F","Drop","1 - The Narrative","1","Thu Aug 24, 2023, 11:05PM","3"
"Raul Jimenez","FUL","F","Drop","1 - The Narrative","1","Thu Aug 24, 2023, 11:05PM","3"
"Ian Maatsen","CHE","D","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Thu Aug 24, 2023, 9:00PM","3"
"Raul Jimenez","FUL","F","Claim","1 - The Narrative","2","Thu Aug 24, 2023, 9:00PM","3"
"João Palhinha","FUL","M","Drop","1 - The Narrative","2","Thu Aug 24, 2023, 9:00PM","3"
"Lucas Digne","AVL","D","Claim","1-Greek Prison XI","1","Thu Aug 24, 2023, 9:00PM","3"
"Josh Brownhill","BUR","M","Drop","1-Greek Prison XI","1","Thu Aug 24, 2023, 9:00PM","3"
"Taiwo Awoniyi","NOT","F","Claim","1 - The Narrative","1","Thu Aug 24, 2023, 9:00PM","3"
"Romelu Lukaku","CHE","F","Drop","1 - The Narrative","1","Thu Aug 24, 2023, 9:00PM","3"
"Andrey Santos","CHE/NOT","M","Claim","1-OGBEAN'S","1","Thu Aug 24, 2023, 6:09PM","3"
"Alvaro Fernandez","MUN","D","Drop","1-OGBEAN'S","1","Thu Aug 24, 2023, 6:09PM","3"
"Tyrell Malacia","MUN","D","Claim","1 - The Narrative","1","Thu Aug 24, 2023, 5:19PM","3"
"Justin Kluivert","BOU","M,F","Drop","1 - The Narrative","1","Thu Aug 24, 2023, 5:19PM","3"
"Alvaro Fernandez","MUN","D","Claim","1-OGBEAN'S","1","Thu Aug 24, 2023, 5:17PM","3"
"Vladimir Coufal","WHU","D","Drop","1-OGBEAN'S","1","Thu Aug 24, 2023, 5:17PM","3"
"Folarin Balogun","ARS","F","Drop","1 - The Narrative","1","Thu Aug 24, 2023, 4:26PM","3"
"John Egan","SHU","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Thu Aug 24, 2023, 1:04AM","3"
"Alphonse Areola","WHU","G","Claim","1-OGBEAN'S","1","Wed Aug 23, 2023, 5:38PM","3"
"Thomas Kaminski","LUT","G","Drop","1-OGBEAN'S","1","Wed Aug 23, 2023, 5:38PM","3"
"Tyrick Mitchell","CRY","D","Claim","1-Burnley and Old Trafford","1","Wed Aug 23, 2023, 12:05PM","3"
"Lewis Dobbin","EVE","F","Claim","1-rice cooker","1","Wed Aug 23, 2023, 6:50AM","3"
"João Palhinha","FUL","M","Claim","1 - The Narrative","1","Tue Aug 22, 2023, 10:03PM","3"
"Nathan Ake","MCI","D","Claim","1 - The Narrative","1","Tue Aug 22, 2023, 10:01PM","3"
"Thomas Kaminski","LUT","G","Claim","1-OGBEAN'S","1","Tue Aug 22, 2023, 9:25PM","3"
"James Trafford","BUR","G","Drop","1-OGBEAN'S","1","Tue Aug 22, 2023, 9:25PM","3"
"Nathan Collins","BRF","D","Claim","1-The Dentist","1","Tue Aug 22, 2023, 9:05PM","3"
"Manor Solomon","TOT","F","Drop","1-The Dentist","1","Tue Aug 22, 2023, 9:05PM","3"
"Manor Solomon","TOT","F","Claim","1-The Dentist","1","Tue Aug 22, 2023, 9:04PM","3"
"Tyrick Mitchell","CRY","D","Drop","1-The Dentist","1","Tue Aug 22, 2023, 9:04PM","3"
"Guglielmo Vicario","TOT","G","Claim","1-bruNO HARD FEELINGS","1","Tue Aug 22, 2023, 9:01PM","3"
"Elliot Anderson","NEW","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Aug 22, 2023, 9:01PM","3"
"Tyrick Mitchell","CRY","D","Claim","1-The Dentist","1","Tue Aug 22, 2023, 9:00PM","3"
"James Garner","EVE","M","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Aug 22, 2023, 9:00PM","3"
"Leon Bailey","AVL","M,F","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Tue Aug 22, 2023, 9:00PM","3"
"Matty Cash","AVL","D","Claim","1-The Dentist","3","Tue Aug 22, 2023, 9:00PM","3"
"Pablo Sarabia","WOL","M","Claim","1-rice cooker","3","Tue Aug 22, 2023, 9:00PM","3"
"Antoine Semenyo","BOU","F","Claim","1-Check Complete FC","2","Tue Aug 22, 2023, 9:00PM","3"
"Ruben Dias","MCI","D","Claim","1-Koke Vegas","1","Tue Aug 22, 2023, 9:00PM","3"
"Taiwo Awoniyi","NOT","F","Drop","1-Koke Vegas","1","Tue Aug 22, 2023, 9:00PM","3"
"Christian Eriksen","MUN","M","Claim","1-The Dentist","2","Tue Aug 22, 2023, 9:00PM","3"
"Giovani Lo Celso","TOT","M","Claim","1-rice cooker","1","Tue Aug 22, 2023, 9:00PM","3"
"Nicolo Zaniolo","AVL","M","Claim","1-OGBEAN'S","1","Tue Aug 22, 2023, 9:00PM","3"
"Pape Sarr","TOT","M","Claim","1-Check Complete FC","1","Tue Aug 22, 2023, 9:00PM","3"
"Ivan Perisic","TOT","M","Drop","1-Check Complete FC","1","Tue Aug 22, 2023, 9:00PM","3"
"Carney Chukwuemeka","CHE","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Tue Aug 22, 2023, 8:43PM","3"
"Lucas Digne","AVL","D","Drop","1-rice cooker","1","Tue Aug 22, 2023, 8:14PM","3"
"Raul Jimenez","FUL","F","Drop","1-rice cooker","1","Tue Aug 22, 2023, 8:14PM","3"
"Jurrien Timber","ARS","D","Drop","1-Check Complete FC","1","Tue Aug 22, 2023, 6:11PM","3"
"Takehiro Tomiyasu","ARS","D","Drop","1-bruNO HARD FEELINGS","1","Mon Aug 21, 2023, 8:34PM","3"
"Oliver McBurnie","SHU","F","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Mon Aug 21, 2023, 5:26PM","3"
"Oliver Norwood","SHU","M","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Mon Aug 21, 2023, 5:08PM","3"
"Cheick Doucoure","CRY","M","Drop","1-The Dentist","1","Mon Aug 21, 2023, 5:05PM","3"
"Max Lowe","SHU","D","Drop","1-Burnley and Old Trafford","1","Mon Aug 21, 2023, 5:03PM","3"
"Amadou Onana","EVE","M","Drop","1-The Dentist","1","Sun Aug 20, 2023, 3:37PM","3"
"David Brooks","BOU","M","Drop","1-The Dentist","1","Sun Aug 20, 2023, 3:36PM","3"
"Willy Boly","NOT","D","Drop","1 - The Narrative","1","Sun Aug 20, 2023, 12:14PM","3"
"Emerson","WHU","D","Claim","1-The Dentist","1","Sun Aug 20, 2023, 10:28AM","2"
"Nayef Aguerd","WHU","D","Drop","1-The Dentist","1","Sun Aug 20, 2023, 10:28AM","2"
"Nayef Aguerd","WHU","D","Claim","1-The Dentist","1","Sun Aug 20, 2023, 10:04AM","2"
"Lewis Hall","CHE/NEW","D","Drop","1-The Dentist","1","Sun Aug 20, 2023, 10:04AM","2"
"Wes Foderingham","SHU","G","Drop","1-OGBEAN'S","1","Sun Aug 20, 2023, 12:02AM","3"
"Micky van de Ven","TOT","D","Claim","1-rice cooker","1","Sat Aug 19, 2023, 12:06PM","2"
"Pape Sarr","TOT","M","Drop","1-rice cooker","1","Sat Aug 19, 2023, 12:06PM","2"
"Jeffrey Schlupp","CRY","M","Claim","1-ComeBack Szn","1","Sat Aug 19, 2023, 11:44AM","2"
"Pierre-Emile Hojbjerg","TOT","M","Drop","1-ComeBack Szn","1","Sat Aug 19, 2023, 11:44AM","2"
"Pape Sarr","TOT","M","Claim","1-rice cooker","1","Sat Aug 19, 2023, 11:34AM","2"
"Emerson Royal","TOT","D","Drop","1-rice cooker","1","Sat Aug 19, 2023, 11:34AM","2"
"Takehiro Tomiyasu","ARS","D","Claim","1-bruNO HARD FEELINGS","1","Sat Aug 19, 2023, 11:31AM","2"
"Giovani Lo Celso","TOT","M","Drop","1-bruNO HARD FEELINGS","1","Sat Aug 19, 2023, 11:31AM","2"
"Folarin Balogun","ARS","F","Claim","1 - The Narrative","1","Sat Aug 19, 2023, 11:29AM","2"
"Aleksandar Mitrovic","FUL","F","Drop","1 - The Narrative","1","Sat Aug 19, 2023, 10:12AM","3"
"Jan-Paul van Hecke","BHA","D","Drop","1 - The Narrative","1","Sat Aug 19, 2023, 9:46AM","2"
"Rayan Ait-Nouri","WOL","D","Claim","1-john lim","1","Sat Aug 19, 2023, 9:05AM","2"
"Issa Diop","FUL","D","Claim","1-john lim","1","Sat Aug 19, 2023, 9:05AM","2"
"Ryan Christie","BOU","M","Drop","1-john lim","1","Sat Aug 19, 2023, 9:05AM","2"
"Ryan Christie","BOU","M","Claim","1-john lim","1","Sat Aug 19, 2023, 9:04AM","2"
"Matt Doherty","WOL","D","Drop","1-john lim","1","Sat Aug 19, 2023, 9:02AM","2"
"Tyrone Mings","AVL","D","Drop","1-john lim","1","Sat Aug 19, 2023, 9:02AM","2"
"Fabio Silva","WOL","F","Claim","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 19, 2023, 9:00AM","2"
"Joao Cancelo","MCI","D","Drop","1-Barkley’s Balls Sponsored by Baileys","1","Sat Aug 19, 2023, 9:00AM","2"
"Wes Foderingham","SHU","G","Claim","1-OGBEAN'S","1","Fri Aug 18, 2023, 1:47PM","2"
"Anthony Elanga","NOT","F","Drop","1-OGBEAN'S","1","Fri Aug 18, 2023, 1:47PM","2"
"Taiwo Awoniyi","NOT","F","Claim","1-Koke Vegas","1","Fri Aug 18, 2023, 9:29AM","2"
"Micky van de Ven","TOT","D","Drop","1-Koke Vegas","1","Fri Aug 18, 2023, 9:29AM","2"
"Anthony Elanga","NOT","F","Claim","1-OGBEAN'S","1","Fri Aug 18, 2023, 1:23AM","2"
"Dango Ouattara","BOU","F","Drop","1-OGBEAN'S","1","Fri Aug 18, 2023, 1:23AM","2"
"Lewis Hall","CHE/NEW","D","Claim","1-The Dentist","1","Thu Aug 17, 2023, 11:29PM","2"
"Takehiro Tomiyasu","ARS","D","Drop","1-The Dentist","1","Thu Aug 17, 2023, 11:29PM","2"
"David Brooks","BOU","M","Claim","1-The Dentist","1","Thu Aug 17, 2023, 1:05PM","2"
